groupId,group_size,num_items,strategy,gold_label,mistral,phi
825,2,50,APP,"['item_1', 'item_41', 'item_2', 'item_27', 'item_28', 'item_38', 'item_37', 'item_44', 'item_20', 'item_42']","['item_1', 'item_2', 'item_6', 'item_7', 'item_8', 'item_10', 'item_14', 'item_16', 'item_20', 'item_24']","['item_1', 'item_2', 'item_20', 'item_23', 'item_26', 'item_29', 'item_4', 'item_6', 'item_7', 'item_8']"
826,4,50,ADD,"['item_33', 'item_4', 'item_12', 'item_35', 'item_45', 'item_24', 'item_22', 'item_43', 'item_21', 'item_40']","['item_14', 'item_26', 'item_35', 'item_7', 'item_28', 'item_19', 'item_30', 'item_47', 'item_49', 'item_3']","['item_4', 'item_5', 'item_7', 'item_8', 'item_6', 'item_10', 'item_43', 'item_45', 'item_49', 'item_44']"
827,8,50,LMS,"['item_9', 'item_17', 'item_45', 'item_42', 'item_40', 'item_21', 'item_30', 'item_4', 'item_2', 'item_50']","['item_40', 'item_37', 'item_41', 'item_42', 'item_50', 'item_46', 'item_48', 'item_49', 'item_43', 'item_44']","['item_31', 'item_40', 'item_42', 'item_45', 'item_50', 'item_32', 'item_35', 'item_41', 'item_44', 'item_47']"
829,2,50,MPL,"['item_9', 'item_4', 'item_12', 'item_13', 'item_39', 'item_31', 'item_19', 'item_28', 'item_49', 'item_21']","['item_23', 'item_19', 'item_48', 'item_50', 'item_7', 'item_28', 'item_3', 'item_13', 'item_2', 'item_18']","['item_28', 'item_12', 'item_13', 'item_19', 'item_21', 'item_22', 'item_23', 'item_49', 'item_29', 'item_1']"
831,4,50,MPL,"['item_1', 'item_21', 'item_6', 'item_5', 'item_49', 'item_45', 'item_42', 'item_40', 'item_39', 'item_33']","['item_10', 'item_5', 'item_22', 'item_33', 'item_46', 'item_9', 'item_21', 'item_18', 'item_39', 'item_40']","['item_1', 'item_5', 'item_6', 'item_10', 'item_11', 'item_14', 'item_20', 'item_24', 'item_28', 'item_34']"
832,8,50,MPL,"['item_1', 'item_42', 'item_3', 'item_10', 'item_34', 'item_35', 'item_36', 'item_38', 'item_39', 'item_43']","['item_42', 'item_38', 'item_50', 'item_41', 'item_49', 'item_47', 'item_46', 'item_48', 'item_43', 'item_40']","['item_3', 'item_6', 'item_8', 'item_9', 'item_10', 'item_15', 'item_20', 'item_25', 'item_30', 'item_32']"
833,2,50,LMS,"['item_25', 'item_22', 'item_23', 'item_11', 'item_30', 'item_45', 'item_2', 'item_20', 'item_38', 'item_34']","['item_10', 'item_34', 'item_25', 'item_17', 'item_11', 'item_22', 'item_38', 'item_49', 'item_46', 'item_2']","['item_30', 'item_22', 'item_25', 'item_23', 'item_2', 'item_11', 'item_20', 'item_10', 'item_19', 'item_29']"
834,8,50,APP,"['item_13', 'item_21', 'item_41', 'item_15', 'item_20', 'item_5', 'item_32', 'item_7', 'item_9', 'item_27']","['item_41', 'item_37', 'item_50', 'item_49', 'item_48', 'item_46', 'item_47', 'item_45', 'item_42', 'item_44']","['item_41', 'item_35', 'item_37', 'item_38', 'item_47', 'item_48', 'item_40', 'item_45', 'item_33', 'item_34']"
836,4,50,MPL,"['item_1', 'item_25', 'item_8', 'item_49', 'item_48', 'item_46', 'item_45', 'item_44', 'item_38', 'item_36']","['item_49', 'item_19', 'item_31', 'item_20', 'item_50', 'item_48', 'item_37', 'item_46', 'item_34', 'item_45']","['item_1', 'item_2', 'item_8', 'item_17', 'item_22', 'item_24', 'item_29', 'item_35', 'item_40', 'item_42']"
837,2,50,ADD,"['item_28', 'item_17', 'item_20', 'item_50', 'item_21', 'item_26', 'item_10', 'item_23', 'item_37', 'item_43']","['item_10', 'item_7', 'item_49', 'item_26', 'item_38', 'item_48', 'item_50', 'item_19', 'item_21', 'item_43']","['item_28', 'item_17', 'item_20', 'item_10', 'item_21', 'item_23', 'item_26', 'item_14', 'item_27', 'item_29']"
839,8,50,MPL,"['item_1', 'item_24', 'item_8', 'item_7', 'item_49', 'item_48', 'item_47', 'item_45', 'item_4', 'item_39']","['item_48', 'item_49', 'item_37', 'item_50', 'item_46', 'item_41', 'item_42', 'item_40', 'item_47', 'item_43']","['item_4', 'item_6', 'item_7', 'item_16', 'item_22', 'item_28', 'item_39', 'item_45', 'item_47', 'item_48']"
840,2,50,APP,"['item_47', 'item_3', 'item_36', 'item_19', 'item_34', 'item_12', 'item_42', 'item_24', 'item_44', 'item_2']","['item_3', 'item_10', 'item_6', 'item_7', 'item_5', 'item_4', 'item_2', 'item_9', 'item_1', 'item_33']","['item_3', 'item_12', 'item_19', 'item_2', 'item_4', 'item_5', 'item_6', 'item_7', 'item_10', 'item_14']"
841,2,50,MPL,"['item_39', 'item_4', 'item_6', 'item_31', 'item_30', 'item_48', 'item_42', 'item_47', 'item_46', 'item_26']","['item_30', 'item_10', 'item_48', 'item_25', 'item_7', 'item_32', 'item_39', 'item_46', 'item_37', 'item_49']","['item_4', 'item_6', 'item_26', 'item_30', 'item_31', 'item_35', 'item_3', 'item_5', 'item_11', 'item_18']"
842,2,50,ADD,"['item_37', 'item_41', 'item_26', 'item_15', 'item_30', 'item_5', 'item_42', 'item_12', 'item_44', 'item_36']","['item_12', 'item_30', 'item_50', 'item_37', 'item_41', 'item_36', 'item_33', 'item_48', 'item_38', 'item_49']","['item_26', 'item_33', 'item_15', 'item_30', 'item_40', 'item_5', 'item_12', 'item_32', 'item_1', 'item_9']"
843,8,50,LMS,"['item_32', 'item_38', 'item_14', 'item_18', 'item_7', 'item_8', 'item_27', 'item_50', 'item_17', 'item_26']","['item_40', 'item_37', 'item_41', 'item_46', 'item_50', 'item_48', 'item_49', 'item_42', 'item_47', 'item_43']","['item_3', 'item_23', 'item_28', 'item_32', 'item_38', 'item_18', 'item_22', 'item_27', 'item_31', 'item_1']"
845,2,50,LMS,"['item_13', 'item_1', 'item_48', 'item_40', 'item_23', 'item_30', 'item_32', 'item_17', 'item_31', 'item_20']","['item_45', 'item_13', 'item_26', 'item_37', 'item_18', 'item_23', 'item_40', 'item_34', 'item_39', 'item_48']","['item_1', 'item_12', 'item_13', 'item_23', 'item_29', 'item_30', 'item_32', 'item_40', 'item_45', 'item_48']"
847,2,50,LMS,"['item_1', 'item_19', 'item_25', 'item_4', 'item_50', 'item_7', 'item_18', 'item_31', 'item_49', 'item_22']","['item_19', 'item_48', 'item_27', 'item_50', 'item_1', 'item_38', 'item_4', 'item_18', 'item_26', 'item_2']","['item_1', 'item_19', 'item_4', 'item_25', 'item_34', 'item_30', 'item_7', 'item_18', 'item_35', 'item_22']"
850,8,50,MPL,"['item_1', 'item_29', 'item_31', 'item_34', 'item_35', 'item_37', 'item_39', 'item_4', 'item_40', 'item_42']","['item_42', 'item_37', 'item_40', 'item_41', 'item_46', 'item_48', 'item_49', 'item_50', 'item_43', 'item_44']","['item_3', 'item_6', 'item_7', 'item_10', 'item_16', 'item_22', 'item_28', 'item_34', 'item_35', 'item_37']"
851,8,50,APP,"['item_31', 'item_5', 'item_4', 'item_24', 'item_42', 'item_19', 'item_12', 'item_36', 'item_26', 'item_15']","['item_37', 'item_42', 'item_41', 'item_46', 'item_48', 'item_50', 'item_49', 'item_43', 'item_44', 'item_40']",[]
853,4,50,MPL,"['item_1', 'item_2', 'item_8', 'item_5', 'item_47', 'item_46', 'item_38', 'item_37', 'item_34', 'item_30']","['item_24', 'item_30', 'item_17', 'item_48', 'item_9', 'item_33', 'item_46', 'item_1', 'item_45', 'item_2']","['item_1', 'item_2', 'item_6', 'item_9', 'item_50', 'item_11', 'item_17', 'item_19', 'item_21', 'item_28']"
855,8,50,LMS,"['item_23', 'item_26', 'item_50', 'item_29', 'item_5', 'item_39', 'item_12', 'item_14', 'item_4', 'item_35']","['item_40', 'item_37', 'item_41', 'item_42', 'item_46', 'item_48', 'item_49', 'item_50', 'item_43', 'item_47']","['item_31', 'item_33', 'item_36', 'item_37', 'item_38', 'item_42', 'item_46', 'item_47', 'item_48', 'item_32']"
856,2,50,ADD,"['item_36', 'item_16', 'item_49', 'item_37', 'item_29', 'item_2', 'item_30', 'item_12', 'item_14', 'item_50']","['item_12', 'item_6', 'item_30', 'item_49', 'item_37', 'item_18', 'item_50', 'item_34', 'item_33', 'item_48']","['item_36', 'item_26', 'item_29', 'item_37', 'item_49', 'item_30', 'item_2', 'item_12', 'item_33', 'item_35']"
859,4,50,MPL,"['item_2', 'item_30', 'item_29', 'item_28', 'item_27', 'item_10', 'item_34', 'item_4', 'item_43', 'item_46']","['item_27', 'item_49', 'item_32', 'item_10', 'item_50', 'item_28', 'item_47', 'item_37', 'item_46', 'item_39']","['item_2', 'item_3', 'item_4', 'item_7', 'item_8', 'item_11', 'item_12', 'item_15', 'item_16', 'item_19']"
861,8,50,ADD,"['item_12', 'item_38', 'item_48', 'item_13', 'item_27', 'item_7', 'item_50', 'item_2', 'item_30', 'item_17']","['item_48', 'item_43', 'item_47', 'item_46', 'item_41', 'item_42', 'item_40', 'item_39', 'item_38', 'item_10']","['item_38', 'item_48', 'item_50', 'item_47', 'item_43', 'item_39', 'item_42', 'item_44', 'item_36', 'item_40']"
865,2,50,ADD,"['item_48', 'item_15', 'item_32', 'item_41', 'item_33', 'item_16', 'item_43', 'item_37', 'item_49', 'item_50']","['item_26', 'item_37', 'item_15', 'item_48', 'item_32', 'item_40', 'item_39', 'item_2', 'item_11', 'item_49']","['item_15', 'item_32', 'item_33', 'item_16', 'item_44', 'item_11', 'item_27', 'item_19', 'item_24', 'item_2']"
867,2,50,ADD,"['item_20', 'item_35', 'item_28', 'item_17', 'item_18', 'item_21', 'item_24', 'item_16', 'item_38', 'item_48']","['item_12', 'item_17', 'item_38', 'item_40', 'item_5', 'item_19', 'item_10', 'item_24', 'item_35', 'item_4']","['item_20', 'item_35', 'item_17', 'item_18', 'item_28', 'item_16', 'item_21', 'item_24', 'item_9', 'item_10']"
868,2,50,ADD,"['item_30', 'item_25', 'item_3', 'item_23', 'item_31', 'item_13', 'item_26', 'item_16', 'item_17', 'item_19']","['item_13', 'item_25', 'item_6', 'item_16', 'item_47', 'item_23', 'item_9', 'item_30', 'item_18', 'item_2']","['item_25', 'item_30', 'item_3', 'item_13', 'item_23', 'item_26', 'item_31', 'item_44', 'item_16', 'item_17']"
869,8,50,APP,"['item_41', 'item_6', 'item_23', 'item_37', 'item_8', 'item_30', 'item_4', 'item_47', 'item_17', 'item_2']","['item_37', 'item_41', 'item_40', 'item_48', 'item_50', 'item_46', 'item_49', 'item_42', 'item_43', 'item_47']","['item_41', 'item_37', 'item_47', 'item_49', 'item_34', 'item_36', 'item_38', 'item_45', 'item_42', 'item_46']"
872,2,50,ADD,"['item_41', 'item_18', 'item_42', 'item_20', 'item_26', 'item_38', 'item_9', 'item_11', 'item_30', 'item_2']","['item_18', 'item_20', 'item_39', 'item_41', 'item_42', 'item_46', 'item_47', 'item_50', 'item_2', 'item_11']","['item_18', 'item_20', 'item_26', 'item_9', 'item_11', 'item_2', 'item_5', 'item_6', 'item_30', 'item_35']"
873,4,50,APP,"['item_46', 'item_35', 'item_29', 'item_15', 'item_50', 'item_18', 'item_34', 'item_28', 'item_27', 'item_2']","['item_10', 'item_6', 'item_5', 'item_3', 'item_4', 'item_26', 'item_22', 'item_38', 'item_47', 'item_39']","['item_10', 'item_46', 'item_47', 'item_48', 'item_50', 'item_2', 'item_3', 'item_5', 'item_6', 'item_9']"
874,2,50,MPL,"['item_4', 'item_13', 'item_14', 'item_16', 'item_6', 'item_5', 'item_42', 'item_25', 'item_43', 'item_3']","['item_4', 'item_13', 'item_25', 'item_7', 'item_10', 'item_39', 'item_16', 'item_37', 'item_48', 'item_42']","['item_4', 'item_5', 'item_6', 'item_13', 'item_14', 'item_16', 'item_25', 'item_3', 'item_7', 'item_17']"
876,2,50,ADD,"['item_23', 'item_32', 'item_39', 'item_10', 'item_17', 'item_47', 'item_2', 'item_27', 'item_16', 'item_50']","['item_2', 'item_17', 'item_32', 'item_9', 'item_40', 'item_23', 'item_16', 'item_5', 'item_38', 'item_39']","['item_23', 'item_10', 'item_32', 'item_17', 'item_45', 'item_2', 'item_16', 'item_27', 'item_1', 'item_21']"
877,4,50,LMS,"['item_43', 'item_39', 'item_23', 'item_11', 'item_4', 'item_38', 'item_18', 'item_28', 'item_15', 'item_7']","['item_10', 'item_46', 'item_38', 'item_23', 'item_50', 'item_49', 'item_7', 'item_11', 'item_44', 'item_33']","['item_4', 'item_7', 'item_11', 'item_12', 'item_30', 'item_13', 'item_19', 'item_25', 'item_33', 'item_35']"
883,4,50,ADD,"['item_17', 'item_15', 'item_22', 'item_39', 'item_40', 'item_5', 'item_10', 'item_13', 'item_6', 'item_8']","['item_45', 'item_17', 'item_32', 'item_46', 'item_50', 'item_48', 'item_37', 'item_49', 'item_30', 'item_47']","['item_17', 'item_15', 'item_5', 'item_10', 'item_6', 'item_8', 'item_13', 'item_22', 'item_3', 'item_14']"
885,4,50,ADD,"['item_44', 'item_13', 'item_41', 'item_4', 'item_31', 'item_40', 'item_39', 'item_45', 'item_36', 'item_11']","['item_34', 'item_13', 'item_20', 'item_46', 'item_48', 'item_50', 'item_39', 'item_47', 'item_44', 'item_3']","['item_13', 'item_4', 'item_8', 'item_11', 'item_16', 'item_22', 'item_3', 'item_9', 'item_20', 'item_1']"
886,4,50,ADD,"['item_10', 'item_1', 'item_32', 'item_14', 'item_28', 'item_33', 'item_31', 'item_25', 'item_5', 'item_48']","['item_4', 'item_10', 'item_32', 'item_37', 'item_5', 'item_28', 'item_33', 'item_14', 'item_22', 'item_38']","['item_10', 'item_1', 'item_14', 'item_21', 'item_5', 'item_23', 'item_6', 'item_12', 'item_2', 'item_25']"
888,4,50,MPL,"['item_32', 'item_21', 'item_47', 'item_41', 'item_38', 'item_37', 'item_10', 'item_3', 'item_46', 'item_25']","['item_38', 'item_15', 'item_27', 'item_49', 'item_30', 'item_26', 'item_42', 'item_21', 'item_32', 'item_48']","['item_3', 'item_12', 'item_15', 'item_21', 'item_22', 'item_25', 'item_26', 'item_38', 'item_46', 'item_47']"
890,4,50,ADD,"['item_41', 'item_32', 'item_11', 'item_49', 'item_21', 'item_42', 'item_4', 'item_13', 'item_14', 'item_47']","['item_41', 'item_35', 'item_27', 'item_38', 'item_49', 'item_36', 'item_48', 'item_37', 'item_47', 'item_32']","['item_11', 'item_29', 'item_21', 'item_22', 'item_9', 'item_28', 'item_4', 'item_13', 'item_14', 'item_27']"
892,4,50,MPL,"['item_1', 'item_44', 'item_35', 'item_40', 'item_42', 'item_21', 'item_43', 'item_2', 'item_30', 'item_19']","['item_48', 'item_37', 'item_19', 'item_25', 'item_46', 'item_30', 'item_44', 'item_31', 'item_43', 'item_49']","['item_1', 'item_2', 'item_4', 'item_11', 'item_21', 'item_44', 'item_46', 'item_48', 'item_28', 'item_17']"
896,2,50,ADD,"['item_43', 'item_9', 'item_34', 'item_21', 'item_2', 'item_33', 'item_13', 'item_50', 'item_37', 'item_48']","['item_2', 'item_9', 'item_13', 'item_10', 'item_33', 'item_34', 'item_38', 'item_7', 'item_50', 'item_3']","['item_43', 'item_9', 'item_21', 'item_33', 'item_34', 'item_13', 'item_37', 'item_25', 'item_27', 'item_39']"
897,4,50,MPL,"['item_32', 'item_22', 'item_47', 'item_45', 'item_44', 'item_39', 'item_38', 'item_37', 'item_36', 'item_35']","['item_32', 'item_9', 'item_11', 'item_40', 'item_33', 'item_5', 'item_38', 'item_37', 'item_46', 'item_4']","['item_2', 'item_11', 'item_32', 'item_33', 'item_38', 'item_39', 'item_45', 'item_5', 'item_19', 'item_3']"
898,4,50,MPL,"['item_1', 'item_30', 'item_46', 'item_4', 'item_26', 'item_24', 'item_37', 'item_22', 'item_33', 'item_20']","['item_22', 'item_17', 'item_48', 'item_39', 'item_10', 'item_46', 'item_35', 'item_14', 'item_21', 'item_44']","['item_1', 'item_4', 'item_19', 'item_22', 'item_24', 'item_26', 'item_30', 'item_32', 'item_37', 'item_48']"
899,4,50,MPL,"['item_4', 'item_47', 'item_34', 'item_49', 'item_5', 'item_40', 'item_6', 'item_23', 'item_7', 'item_20']","['item_48', 'item_12', 'item_30', 'item_19', 'item_47', 'item_26', 'item_38', 'item_14', 'item_34', 'item_50']","['item_2', 'item_8', 'item_12', 'item_13', 'item_14', 'item_16', 'item_18', 'item_19', 'item_34', 'item_35']"
900,2,50,APP,"['item_50', 'item_9', 'item_25', 'item_27', 'item_28', 'item_17', 'item_14', 'item_34', 'item_36', 'item_41']","['item_6', 'item_10', 'item_9', 'item_8', 'item_5', 'item_3', 'item_4', 'item_2', 'item_17', 'item_19']","['item_9', 'item_14', 'item_17', 'item_23', 'item_25', 'item_27', 'item_28', 'item_34', 'item_36', 'item_41']"
901,4,50,ADD,"['item_28', 'item_48', 'item_27', 'item_14', 'item_35', 'item_37', 'item_29', 'item_21', 'item_49', 'item_45']","['item_4', 'item_17', 'item_26', 'item_38', 'item_50', 'item_27', 'item_19', 'item_21', 'item_49', 'item_3']","['item_48', 'item_14', 'item_4', 'item_16', 'item_21', 'item_45', 'item_17', 'item_6', 'item_50', 'item_9']"
902,4,50,ADD,"['item_43', 'item_23', 'item_22', 'item_17', 'item_25', 'item_44', 'item_37', 'item_50', 'item_47', 'item_8']","['item_48', 'item_37', 'item_26', 'item_50', 'item_17', 'item_43', 'item_39', 'item_44', 'item_23', 'item_33']","['item_23', 'item_17', 'item_21', 'item_25', 'item_8', 'item_9', 'item_13', 'item_20', 'item_4', 'item_12']"
904,2,50,ADD,"['item_49', 'item_47', 'item_17', 'item_48', 'item_39', 'item_15', 'item_26', 'item_16', 'item_5', 'item_46']","['item_5', 'item_17', 'item_30', 'item_46', 'item_26', 'item_19', 'item_48', 'item_38', 'item_40', 'item_37']","['item_17', 'item_15', 'item_26', 'item_39', 'item_48', 'item_5', 'item_19', 'item_46', 'item_4', 'item_6']"
906,4,50,ADD,"['item_46', 'item_2', 'item_3', 'item_41', 'item_17', 'item_34', 'item_10', 'item_42', 'item_20', 'item_23']","['item_2', 'item_3', 'item_7', 'item_10', 'item_17', 'item_18', 'item_23', 'item_27', 'item_32', 'item_41']","['item_23', 'item_34', 'item_17', 'item_20', 'item_30', 'item_19', 'item_25', 'item_36', 'item_14', 'item_12']"
910,8,50,MPL,"['item_1', 'item_4', 'item_31', 'item_10', 'item_33', 'item_35', 'item_36', 'item_37', 'item_38', 'item_39']","['item_42', 'item_35', 'item_40', 'item_49', 'item_38', 'item_31', 'item_47', 'item_36', 'item_33', 'item_30']","['item_3', 'item_6', 'item_7', 'item_10', 'item_16', 'item_20', 'item_28', 'item_29', 'item_30', 'item_31']"
911,8,50,LMS,"['item_39', 'item_43', 'item_41', 'item_6', 'item_20', 'item_27', 'item_22', 'item_25', 'item_37', 'item_36']","['item_36', 'item_40', 'item_41', 'item_42', 'item_47', 'item_50', 'item_38', 'item_39', 'item_43', 'item_48']","['item_4', 'item_16', 'item_12', 'item_20', 'item_3', 'item_7', 'item_5', 'item_24', 'item_1', 'item_10']"
915,2,50,ADD,"['item_39', 'item_7', 'item_25', 'item_37', 'item_31', 'item_42', 'item_21', 'item_41', 'item_38', 'item_44']","['item_28', 'item_37', 'item_45', 'item_10', 'item_39', 'item_26', 'item_44', 'item_34', 'item_21', 'item_43']","['item_39', 'item_7', 'item_25', 'item_31', 'item_37', 'item_21', 'item_38', 'item_41', 'item_42', 'item_44']"
916,4,50,LMS,"['item_39', 'item_43', 'item_13', 'item_14', 'item_15', 'item_21', 'item_16', 'item_25', 'item_23', 'item_1']","['item_4', 'item_9', 'item_30', 'item_13', 'item_29', 'item_38', 'item_50', 'item_37', 'item_19', 'item_46']","['item_25', 'item_31', 'item_37', 'item_43', 'item_49', 'item_13', 'item_14', 'item_15', 'item_22', 'item_28']"
918,2,50,ADD,"['item_36', 'item_43', 'item_42', 'item_28', 'item_48', 'item_4', 'item_1', 'item_14', 'item_35', 'item_26']","['item_36', 'item_43', 'item_10', 'item_42', 'item_9', 'item_38', 'item_48', 'item_50', 'item_47', 'item_44']","['item_36', 'item_42', 'item_43', 'item_28', 'item_14', 'item_1', 'item_35', 'item_47', 'item_26', 'item_24']"
919,2,50,ADD,"['item_9', 'item_16', 'item_4', 'item_19', 'item_1', 'item_34', 'item_24', 'item_28', 'item_17', 'item_12']","['item_16', 'item_17', 'item_25', 'item_4', 'item_3', 'item_9', 'item_10', 'item_15', 'item_18', 'item_41']","['item_9', 'item_1', 'item_4', 'item_16', 'item_19', 'item_24', 'item_34', 'item_15', 'item_21', 'item_39']"
920,2,50,APP,"['item_12', 'item_15', 'item_3', 'item_49', 'item_20', 'item_44', 'item_9', 'item_42', 'item_17', 'item_31']","['item_3', 'item_9', 'item_10', 'item_15', 'item_17', 'item_33', 'item_35', 'item_42', 'item_46', 'item_48']","['item_3', 'item_9', 'item_12', 'item_15', 'item_17', 'item_20', 'item_42', 'item_1', 'item_4', 'item_5']"
921,2,50,MPL,"['item_47', 'item_22', 'item_31', 'item_4', 'item_13', 'item_7', 'item_27', 'item_26', 'item_49', 'item_29']","['item_4', 'item_7', 'item_9', 'item_13', 'item_18', 'item_22', 'item_26', 'item_31', 'item_37', 'item_49']","['item_4', 'item_7', 'item_13', 'item_22', 'item_26', 'item_27', 'item_31', 'item_45', 'item_12', 'item_14']"
922,4,50,MPL,"['item_32', 'item_49', 'item_34', 'item_29', 'item_28', 'item_38', 'item_39', 'item_4', 'item_42', 'item_21']","['item_21', 'item_48', 'item_30', 'item_50', 'item_46', 'item_49', 'item_22', 'item_37', 'item_32', 'item_4']","['item_12', 'item_16', 'item_32', 'item_33', 'item_34', 'item_28', 'item_21', 'item_7', 'item_8', 'item_29']"
923,4,50,ADD,"['item_45', 'item_47', 'item_4', 'item_36', 'item_27', 'item_41', 'item_17', 'item_25', 'item_42', 'item_23']","['item_4', 'item_17', 'item_37', 'item_25', 'item_10', 'item_36', 'item_28', 'item_41', 'item_9', 'item_2']","['item_21', 'item_4', 'item_23', 'item_17', 'item_15', 'item_6', 'item_20', 'item_11', 'item_19', 'item_24']"
924,2,50,ADD,"['item_20', 'item_13', 'item_23', 'item_1', 'item_25', 'item_45', 'item_4', 'item_34', 'item_14', 'item_39']","['item_2', 'item_10', 'item_33', 'item_4', 'item_19', 'item_38', 'item_25', 'item_46', 'item_37', 'item_1']","['item_20', 'item_13', 'item_23', 'item_1', 'item_25', 'item_4', 'item_14', 'item_34', 'item_39', 'item_45']"
925,8,50,MPL,"['item_9', 'item_39', 'item_37', 'item_4', 'item_35', 'item_40', 'item_41', 'item_10', 'item_42', 'item_30']","['item_45', 'item_30', 'item_31', 'item_32', 'item_39', 'item_46', 'item_37', 'item_48', 'item_49', 'item_47']","['item_3', 'item_6', 'item_7', 'item_9', 'item_10', 'item_15', 'item_16', 'item_21', 'item_22', 'item_25']"
927,4,50,MPL,"['item_9', 'item_46', 'item_36', 'item_28', 'item_39', 'item_25', 'item_40', 'item_41', 'item_42', 'item_31']","['item_28', 'item_37', 'item_40', 'item_17', 'item_9', 'item_36', 'item_5', 'item_39', 'item_44', 'item_43']","['item_5', 'item_8', 'item_17', 'item_31', 'item_35', 'item_46', 'item_39', 'item_37', 'item_43', 'item_45']"
929,4,50,APP,"['item_10', 'item_13', 'item_20', 'item_2', 'item_27', 'item_18', 'item_5', 'item_38', 'item_40', 'item_33']","['item_4', 'item_2', 'item_18', 'item_31', 'item_50', 'item_27', 'item_19', 'item_6', 'item_14', 'item_33']","['item_13', 'item_18', 'item_2', 'item_3', 'item_5', 'item_7', 'item_9', 'item_10', 'item_11', 'item_19']"
